product_name,review_text,rating,tags,flan-t5-xl-JDG-T-101-qlora,mistral-7b-instruct-v0.2-JDG-210,gpt-3.5-turbo-0125:personal:review-tags-jdg001,llama-2-7b-chat-JDG-211-checkpoint-650,Flan-t5-xl Disagrees,Mistral Disagrees,GPT3.5 Disagrees,Llama Disagrees,3 Judges Agree,Unanimous,At least 3 judges,Validate 3 Judges,Validate Unanimous,No agreement – Human labelled,Set 1 – 3 Judges + Human Labels,Set 2 – Unanimous + Human Labels,Set 3 – Combined Human Labelled,validation,design,value,performance,quality,none,non-review
Amazon Fire TV Stick,Four Stars. works very well,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire TV Stick,Four Stars. Works just like the one that came with the fire stick.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Echo Dot,Four Stars. Works great!,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. works great for us,4,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Contact Lens Solution,Four Stars. works great,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Insect Repellent,Four Stars. Works good,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Scoop,Four Stars. works good,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. Works fine in my Samsung fridge.  Just wish I didn't have to buy so frequently.,4,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""performance""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Anti-slip wax for glasses,Four Stars. Works fairly well for my plastic frames.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Foot Scrubber / Massager,Four Stars. Works as suggested but suction cups do not adhere to all shower/tub floors... only adhere to smooth surfaces.,4,,"[""performance"",""quality""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Listerine pump for mouthwash,Four Stars. Works as expected.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Shower Cap,Four Stars. Works,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. Worked will for replacement filter.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Insect Repellent,Four Stars. Worked great!,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire Tablet,Four Stars. wish it was faster but oh well.  i'm mainly reading books and watching movies.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. what i needed,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Necklace,Four Stars. very pretty.,4,,"[""none""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
False Eyelashes,Four Stars. very big,4,design,"[""none""]","[""none""]","[""design""]","[""design""]",,,,,,,,,,"[""design""]","[""design""]","[""design""]","[""design""]",1,0,0,0,0,0,0
Coffee Filter,Four Stars. unbleached filters are better,4,,"[""none""]","[""quality""]","[""quality""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. This works well.,4,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,Four Stars. This really helps with the grinds.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Soap Sheets,Four Stars. They work very good and smell good and easy to pack of a trip.,4,,"[""design"",""performance""]","[""performance"",""quality""]","[""performance""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. they work great for 2.0 kergig,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,Four Stars. These work real good for making coffee it is so much cheaper than the k-cups,4,,"[""performance"",""value""]","[""performance"",""value""]","[""value""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
False Eyelashes,"Four Stars. these are fun, thank you for selling online",4,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Shower Cap,Four Stars. Thank you.,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Tea Infuser,Four Stars. Sturdy infuser but not deep enough for my teapot. I finally got a replacement infuser from Chantal.,4,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Yoga Mat Cleaner,Four Stars. Smells great but did leave a sticky residue on my mat. :(,4,,"[""performance""]","[""performance""]","[""quality""]","[""performance""]",,,"[""performance""]",,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Coffee Filter,Four Stars. Seems to work,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire Tablet,"Four Stars. Seems pretty good, has some minor issues...",4,,"[""none""]","[""performance""]","[""none""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Glycerin,"Four Stars. Really nice and thick VG w/excellent taste. I use this in all my DIY projects,",4,,"[""performance""]","[""performance""]","[""performance""]","[""design""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Hair Brush,Four Stars. Quck delivery excellent product,4,,"[""none""]","[""quick_delivery""]","[""performance""]","[""delivery""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire TV Stick,Four Stars. Pretty cool!!!<br /><br />Thanks Amazon.,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Castor Oil,Four Stars. Presently using the product and waiting to see if I get the results .,4,,"[""performance""]","[""non-review""]","[""performance""]","[""none""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Water Filter,Four Stars. Perfect replacement for my GE Profiles fridge.,4,performance,"[""performance""]","[""performance""]","[""none""]","[""performance""]",,,"[""performance""]",,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Micro SD Memory Card,Four Stars. One word comes to mind very handy,4,,"[""design""]","[""none""]","[""none""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Makeup Brush Holder ,Four Stars. on the money,4,,"[""value""]","[""none""]","[""none""]","[""none""]","[""none""]",,,,"[""none""]",,"[""none""]",,,,"[""none""]",,,0,0,0,0,0,1,0
Soap Sheets,Four Stars. No complaints.,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Soap Sheets,Four Stars. Nice for travel.,4,,"[""none""]","[""travel-size""]","[""performance""]","[""travel""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Shower Cap,Four Stars. Nice cap - plastic but runs very large.  Would be good for people with a lot of hair,4,,"[""design"",""quality""]","[""design"",""quality""]","[""design""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Necklace,Four Stars. Nice but to big..,4,,"[""none""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Hair Brush,Four Stars. Nice brush.  Good size.  Works as expected.,4,,"[""design"",""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Exfoliating Cloth,Four Stars. love these!,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Coffee Filter,Four Stars. Love my chemex. Good filters but prefer the non bleached version.,4,,"[""none""]","[""quality""]","[""design""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. love it,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Insect Repellent,Four Stars. It's thicker than expected. But works well.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Necklace,Four Stars. It's pretty nice considering how cheap it was.,4,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Water Filter,Four Stars. it works well and I will order more once this one is done.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. It works perfectly and costs less than the one at Lowes,4,,"[""performance"",""value""]","[""value""]","[""performance"",""value""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Anti-slip wax for glasses,Four Stars. It does work.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Bath Towel / Wrap,Four Stars. It does the job,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Castor Oil,Four Stars. I use this oil por long term results....,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Hair Brush,Four Stars. I like the stiff bristles for training my hair.  I use this brush every day.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Pain Relief Cream,"Four Stars. I fell, had nerve, muscle pain. Tried this, it helps, i could sleep",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Smart Scale,Four Stars. Have to have a very firm base to use.,4,,"[""design"",""performance""]","[""design""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Micro SD Memory Card,Four Stars. have had one or two fail but they are good for the most part,4,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Kindle Tablet ,Four Stars. Great value for the price.,4,value,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
Micro SD Memory Card,"Four Stars. great product, fast shipping thx",4,,"[""none""]","[""none""]","[""performance""]","[""shipping""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. Great price but definitly generic.  When soaking filters you can tell the quality is so so.,4,,"[""value""]","[""quality"",""value""]","[""quality"",""value""]","[""quality"",""value""]","[""quality"",""value""]",,,,"[""quality"",""value""]",,"[""quality"",""value""]",,,,"[""quality"",""value""]",,,0,0,1,0,1,0,0
Exfoliating Cloth,Four Stars. Great but way over priced!,4,,"[""value""]","[""value""]","[""value""]","[""price""]",,,,"[""value""]","[""value""]",,"[""value""]",,,,"[""value""]",,,0,0,1,0,0,0,0
Foot Scrubber / Massager,Four Stars. great,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
UV-C Sanitizer and Deodorizer,"Four Stars. good product , do the work",4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Water Filter,Four Stars. Good price,4,,"[""value""]","[""value""]","[""value""]","[""value""]",,,,,,"[""value""]","[""value""]",,,,"[""value""]","[""value""]",,0,0,1,0,0,0,0
False Eyelashes,Four Stars. good lashes,4,none,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Coffee Filter,Four Stars. Good filters to go with a beautiful coffee maker.,4,,"[""design""]","[""design""]","[""design""]","[""design""]",,,,,,"[""design""]","[""design""]",,,,"[""design""]","[""design""]",,0,1,0,0,0,0,0
Bath Towel / Wrap,Four Stars. Gift,4,,"[""none""]","[""non-review""]","[""none""]","[""gift""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Kitchen Tools,Four Stars. fits good!,4,,"[""design""]","[""design""]","[""none""]","[""design""]",,,"[""design""]",,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Water Filter,Four Stars. fit right & worked,4,,"[""design"",""performance""]","[""fit right""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. Filters. What more can I say?,4,,"[""none""]","[""none""]","[""performance""]","[""non-review""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. filter seems to be working,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
False Eyelashes,Four Stars. Feel really nice and look really nice and not clumpy,4,"design, quality","[""design"",""quality""]","[""design"",""quality""]","[""design""]","[""design"",""quality""]",,,"[""design"",""quality""]",,"[""design"",""quality""]",,"[""design"",""quality""]",,,,"[""design"",""quality""]",,,0,1,0,0,1,0,0
Kindle Paperwhite e-reader.,"Four Stars. fast shipping, product as described",4,,"[""none""]","[""logistics""]","[""performance""]","[""fast shipping""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,"Four Stars. Far as I can tell, these are ok.",4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Micro SD Memory Card,Four Stars. exactly what I paid for,4,,"[""value""]","[""value""]","[""none""]","[""value""]",,,"[""value""]",,"[""value""]",,"[""value""]",,,,"[""value""]",,,0,0,1,0,0,0,0
Eyebrow Tint,"Four Stars. Easy to use, and didn't run.  Was easy to apply.",4,"performance, design","[""design"",""performance""]","[""design"",""performance""]","[""performance""]","[""design"",""performance""]",,,"[""design"",""performance""]",,"[""design"",""performance""]",,"[""design"",""performance""]",,,,"[""design"",""performance""]",,,0,1,0,1,0,0,0
Coffee Filter,Four Stars. Easy to use,4,,"[""design""]","[""design""]","[""performance""]","[""design""]",,,"[""design""]",,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
False Eyelashes,Four Stars. Don't seem long enough but feel real,4,"design, quality","[""quality""]","[""design"",""quality""]","[""quality""]","[""design"",""quality""]",,,,,,,,,,,,,,1,0,0,0,0,0,0
Curling Brush / Iron,Four Stars. doesnt heat up as i would have liked,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Hairspray,Four Stars. Doesn't spray correctly.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Makeup Brush Holder ,Four Stars. Does the job. Not the sturdiest but it holds everything well.,4,,"[""performance""]","[""performance"",""quality""]","[""performance""]","[""performance""]",,"[""performance""]",,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Hair Diffuser Attachment,Four Stars. does the job. kinda wobbles on the dryer,4,,"[""performance"",""quality""]","[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,"[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Hair Diffuser Attachment,Four Stars. Does it's job,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Filter,Four Stars. Didnot work,4,,"[""non-review""]","[""non-review""]","[""performance""]","[""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Shower Cap,Four Stars. big enough for my long heavy hair,4,,"[""design""]","[""quality""]","[""performance""]","[""design""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Four Stars. As described in listing.  Arrived quickly.,4,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Micro SD Memory Card,Four Stars. always sandisk compared to other brands. i just have trust with the brand.,4,,"[""none""]","[""brand""]","[""value""]","[""brand""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Water Filter,"Four Stars. A little more pricey than I would have liked, but it works perfectly.",4,,"[""performance"",""value""]","[""performance"",""value""]","[""value""]","[""design"",""performance""]",,,,,,,,,,"[“performance”,”value”]","[“performance”,”value”]","[“performance”,”value”]","[“performance”,”value”]",0,0,0,0,0,0,0
Hair Brush,Four Stars. A little large but nice,4,,"[""design""]","[""design""]","[""design""]","[""design""]",,,,,,"[""design""]","[""design""]",,,,"[""design""]","[""design""]",,0,1,0,0,0,0,0
Necklace,Four Stars. a little cheap looking,4,,"[""quality""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Curling Brush / Iron,Forever to heat up. Not really what I expected as far as heat up time and it just didn’t really give my hair the look I wanted. I think it just doesn’t get hot enough.,2,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire Tablet,Forced to use proprietary products. No thank you. Fire tablet is ok but the system is loaded with commercials everytime I open. Amazon won't let me use an app for B&N Nook. Forcing me to buy from amazons book store instead of viewing what I ordered  and read on nook or my laptop,3,,"[""design"",""quality""]","[""performance"",""value""]","[""design""]","[""design"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Stain Remover,"For those “no way to wash this right now!” moments.. We do a lot of day trips. With a little one that spits up quite a bit, it’s great to have a small portable stain fighting spray for those not so small stains you don’t want to set in! No more worry about “stained” clothes because you couldn’t wash it right away! Travel stain fighter FTW!",5,,"[""performance""]","[""performance""]","[""performance""]","[""design"",""performance""]",,,,"[""performance""]","[""performance""]",,"[""performance""]",,,,"[""performance""]",,,0,0,0,1,0,0,0
Earbuds,For the price. It's fabulous. I loved the price. It took 5 minutes to pair. And once I started using it. It was incredible. Its actually very loud so I had to lower the volume significantly.,5,,"[""design"",""performance"",""value""]","[""value""]","[""performance"",""value""]","[""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Cleaner,"For the most part it holds up and does twice the work the other does not. spring cleaning, major cleaning, this will hold up to 2 of the of other one. Personally a better deal. Still not sure it will handle the mold too well but there are cleaners for that lol I'm impressed I've given some to neighbors",5,,"[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]",,,,,,"[""performance"",""value""]","[""performance"",""value""]",,,,"[""performance"",""value""]","[""performance"",""value""]",,0,0,1,1,0,0,0
Water Filter,"For some reason, ever since installing this product, .... For some reason, ever since installing this product, the ice maker has been freezing all over. I am not sure whats happening but its the second time to do that.",2,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Earplugs,"For small ear. If you have small ears this product will work for you,  I bought these for me but ended up given them to my wife they don't fit my ears to small for me!",3,,"[""quality""]","[""design""]","[""design""]","[""design""]","[""design""]",,,,"[""design""]",,"[""design""]",,,,"[""design""]",,,0,1,0,0,0,0,0
Curling Brush / Iron,For shorter hair that needs curl. Works great for short straight hair that needs curl or body.  It does  not slip off the roller.  Works well for me.,4,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Wet Wipes,For children. Good product but individual wipes are a bit small unless you are using them on children.,4,,"[""design""]","[""design""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Dishwasher Magnet,For any decor.... Easy and simple sige. It goes to any decor discreetly.,5,,"[""design""]","[""design""]","[""design""]","[""design""]",,,,,,"[""design""]","[""design""]",,,,"[""design""]","[""design""]",,0,1,0,0,0,0,0
Wet Wipes,"For a fabulous fanny. My kids love them and, I'm quite sure, well continue to use them into adulthood.  I should  buy stock.",5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
Tea Infuser,"For a convenient cup of tea. I am drinking more teas these days and thought this basket would be convenient. It works just fine, having the right sized cup. What I find is that I want to usually brew more than one cup at a time, so if rarely use this anymore. Does a very good job of filtering teas.nice feature is that it has the lid.",4,,"[""design"",""performance""]","[""performance""]","[""design"",""performance""]","[""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Insect Repellent,For 10.99 it's small. Really small,2,,"[""value""]","[""size""]","[""value""]","[""design""]",,,,,,,,,,[“value”],[“value”],[“value”],[“value”],0,0,0,0,0,0,0
Foot Scrubber / Massager,Foot cleaner. Suction cups don’t hold. Lower bristles flatten easily. Upper bristles great. Lower bristles too far apart. Does clean feet well. Not as well made as I hoped.,3,,"[""design"",""quality""]","[""performance"",""quality""]","[""quality""]","[""performance"",""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Fire Tablet,"Font and brightness. The colors are vibrant and overall I love it.  My only issue is I cannot figure out how to increase the font in the books I am reading, and the brightness keeps going back down to dull.",5,,"[""design"",""performance""]","[""design""]","[""performance""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Contact Lens Solution,"Foamed over. When I placed my contacts in the case with the cleaner all it did was foam up and over flow. I had to find an old case I had, and it didn't do that. Seems like something in the new case had a chemical reaction to the cleaner. Probably from when they made the case. Pretty irritating.",2,,"[""performance""]","[""quality""]","[""quality""]","[""design"",""performance""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Coffee Filter,Floating charcoal. Keep finding little pieces of charcoal floating in the water tank.,3,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Bath Towel / Wrap,"Flimsy material. Appears it could easily snag on velcro. Item was received torn, flimsy and dirty. Appears that it would snag very easily on velcro. Cannot recommend. Returning",1,,"[""quality""]","[""quality""]","[""quality""]","[""quality""]",,,,,,"[""quality""]","[""quality""]",,,,"[""quality""]","[""quality""]",,0,0,0,0,1,0,0
Kitchen Tools,Flimsier than expected. These are flimsier than expected but they still work. You get what you pay for.,3,,"[""quality""]","[""quality""]","[""quality"",""value""]","[""quality"",""value""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Amazon Smart Plug,Flexibility to add multiple users F-. I like the ease of having a smart home but this plug I will not re order again. Two people in the same household with two amazon accounts cannot use the plug or connect with it. Only one person can add it to their profile and if the other needs to use it they have to switch profiles.,2,,"[""design""]","[""design""]","[""performance""]","[""design"",""quality""]",,,,,,,,,,,,,,0,0,0,0,0,0,0
Cotton Rounds,"Flakes. They work, but leave white flakes on my face and eyes. :(",2,,"[""quality""]","[""quality""]","[""quality""]","[""performance""]",,,,"[""quality""]","[""quality""]",,"[""quality""]",,,,"[""quality""]",,,0,0,0,0,1,0,0
Micro SD Memory Card,Five Stars. Works like intended. Used in on my new 3DS and got plenty of space.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Scoop,Five Stars. Works great.,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Coffee Maker Cups,Five Stars. Works great! Save money and don't fill landfills with kcups.,5,,"[""performance""]","[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]","[""performance"",""value""]",,,,"[""performance"",""value""]",,"[""performance"",""value""]",,,,"[""performance"",""value""]",,,0,0,1,1,0,0,0
Hairspray,Five Stars. Works great!,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Echo Dot,Five Stars. works great and lots of fun,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Kindle Tablet ,Five Stars. works great,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Listerine pump for mouthwash,Five Stars. works as expected,5,,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Glycerin,Five Stars. Works as advertised,5,performance,"[""performance""]","[""performance""]","[""performance""]","[""performance""]",,,,,,"[""performance""]","[""performance""]",,,,"[""performance""]","[""performance""]",,0,0,0,1,0,0,0
Amazon Fire TV Stick,Five Stars. We love it,5,,"[""none""]","[""none""]","[""none""]","[""none""]",,,,,,"[""none""]","[""none""]",,,,"[""none""]","[""none""]",,0,0,0,0,0,1,0
