product_name,review_text,tags
Bath Towel / Wrap,Four Stars. It does the job,"[""performance""]"
Castor Oil,Four Stars. I use this oil por long term results....,"[""performance""]"
Hair Brush,Four Stars. I like the stiff bristles for training my hair.  I use this brush every day.,"[""performance""]"
Pain Relief Cream,"Four Stars. I fell, had nerve, muscle pain. Tried this, it helps, i could sleep","[""performance""]"
Kindle Tablet ,Four Stars. Great value for the price.,"[""value""]"
Foot Scrubber / Massager,Four Stars. great,"[""none""]"
UV-C Sanitizer and Deodorizer,"Four Stars. good product , do the work","[""performance""]"
Water Filter,Four Stars. Good price,"[""value""]"
False Eyelashes,Four Stars. good lashes,"[""none""]"
Coffee Filter,Four Stars. Good filters to go with a beautiful coffee maker.,"[""design""]"
Coffee Filter,Four Stars. filter seems to be working,"[""performance""]"
Coffee Filter,"Four Stars. Far as I can tell, these are ok.","[""none""]"
Curling Brush / Iron,Four Stars. doesnt heat up as i would have liked,"[""performance""]"
Hairspray,Four Stars. Doesn't spray correctly.,"[""performance""]"
Hair Diffuser Attachment,Four Stars. Does it's job,"[""performance""]"
Coffee Filter,Four Stars. As described in listing.  Arrived quickly.,"[""none""]"
Water Filter,"Four Stars. A little more pricey than I would have liked, but it works perfectly.","[“performance”,”value”]"
Hair Brush,Four Stars. A little large but nice,"[""design""]"
Curling Brush / Iron,Forever to heat up. Not really what I expected as far as heat up time and it just didn’t really give my hair the look I wanted. I think it just doesn’t get hot enough.,"[""performance""]"
Cleaner,"For the most part it holds up and does twice the work the other does not. spring cleaning, major cleaning, this will hold up to 2 of the of other one. Personally a better deal. Still not sure it will handle the mold too well but there are cleaners for that lol I'm impressed I've given some to neighbors","[""performance"",""value""]"
Water Filter,"For some reason, ever since installing this product, .... For some reason, ever since installing this product, the ice maker has been freezing all over. I am not sure whats happening but its the second time to do that.","[""performance""]"
Curling Brush / Iron,For shorter hair that needs curl. Works great for short straight hair that needs curl or body.  It does  not slip off the roller.  Works well for me.,"[""performance""]"
Dishwasher Magnet,For any decor.... Easy and simple sige. It goes to any decor discreetly.,"[""design""]"
Wet Wipes,"For a fabulous fanny. My kids love them and, I'm quite sure, well continue to use them into adulthood.  I should  buy stock.","[""none""]"
Insect Repellent,For 10.99 it's small. Really small,[“value”]
Coffee Filter,Floating charcoal. Keep finding little pieces of charcoal floating in the water tank.,"[""quality""]"
Bath Towel / Wrap,"Flimsy material. Appears it could easily snag on velcro. Item was received torn, flimsy and dirty. Appears that it would snag very easily on velcro. Cannot recommend. Returning","[""quality""]"
Micro SD Memory Card,Five Stars. Works like intended. Used in on my new 3DS and got plenty of space.,"[""performance""]"
Coffee Scoop,Five Stars. Works great.,"[""performance""]"
Hairspray,Five Stars. Works great!,"[""performance""]"
Echo Dot,Five Stars. works great and lots of fun,"[""performance""]"
Kindle Tablet ,Five Stars. works great,"[""performance""]"
Listerine pump for mouthwash,Five Stars. works as expected,"[""performance""]"
Glycerin,Five Stars. Works as advertised,"[""performance""]"
Amazon Fire TV Stick,Five Stars. We love it,"[""none""]"
Foot Scrubber / Massager,Five Stars. Washed my dirty dogs,"[""performance""]"
Glycerin,Five Stars. Use this in my bubble bars and it works great!,"[""performance""]"
Shampoo,Five Stars. this stuff really works great makes your hair feel thicker,"[""performance""]"
Kindle Tablet ,Five Stars. This is a birthday gift for my daughter.,"[""non-review""]"
Cleaner,Five Stars. These things can clean almost anything.,"[""performance""]"
Coffee Maker Cups,"Five Stars. These are excellent, and work even in the Oxxbox coffee maker","[""performance""]"
Earplugs,Five Stars. Thanks!,"[""none""]"
Castor Oil,Five Stars. Super stuff for skin and hair.,"[""performance""]"
Micro SD Memory Card,"Five Stars. No problems so far, use with my smaller kindle fire 2015.","[""performance""]"
Necklace,Five Stars. Nice,"[""none""]"
Coffee Maker,Five Stars. Makes tasty coffee!,"[""performance""]"
Glycerin,Five Stars. Main ingredient in my diy juice for over two years,"[""performance""]"
Eyebrow Tint,Five Stars. Love this product,"[""none""]"
Cleaner,Five Stars. Love these!,"[""none""]"
Hair Clips,Five Stars. love these so hard to find in stores,"[""none""]"
Kindle Paperwhite e-reader.,Five Stars. Love it. Good reading,"[""none""]"
Kindle Paperwhite e-reader.,Five Stars. Love it!,"[""none""]"
Pain Relief Cream,Five Stars. love it,"[""none""]"
Echo Dot,Five Stars. Love Echo Dot,"[""none""]"
Hair Clips,Five Stars. IT WORKS.,"[""performance""]"
Shower Cap,Five Stars. it works,"[""performance""]"
Micro SD Memory Card,Five Stars. It is a good card.. works well,"[""performance""]"
Micro SD Memory Card,Five Stars. I purchased these for added memory in cell phones.  Now there is enough memory for photos or videos.,"[""performance""]"
Yoga Mat Cleaner,Five Stars. I love this! It works well and smells nice. I practice hot yoga so this cleaner is a must!,"[""performance""]"
Shampoo,Five Stars. I love how soft my hair is with this product.,"[""performance""]"
Kindle Tablet ,Five Stars. Great tablet. My 5th kindle,"[""none""]"
False Eyelashes,Five Stars. Great product.,"[""none""]"
Peppermint Oil,Five Stars. great product thanks,"[""none""]"
Micro SD Memory Card,Five Stars. Great my husband loves it!,"[""none""]"
Glycerin,Five Stars. great for scrub making,"[""performance""]"
Cleaner,Five Stars. Great bulk value!!,"[""value""]"
Necklace,Five Stars. Great,"[""none""]"
Hair Brush,"Five Stars. Good value, nice hairbrush","[""value""]"
Pain Relief Cream,Five Stars. good product/service,"[""none""]"
False Eyelashes,Five Stars. Good product worrking as expected,"[""performance""]"
Shower Cap,Five Stars. good fit and value,"[""design"",""value""]"
Kitchen Tools,Five Stars. good,"[""none""]"
Stain Remover,Five Stars. Gets out all sorts of stains!,"[""performance""]"
Earplugs,"Five Stars. For the price, these earplugs can't be beat.","[""value""]"
Micro SD Memory Card,Five Stars. Fast.,"[""performance""]"
Micro SD Memory Card,Five Stars. Excellent.,"[""none""]"
Bluetooth Speakers,Five Stars. Easy to use good sound quality nice and small perfect For the deck,"[""design"",""performance""]"
Kindle Paperwhite e-reader.,Five Stars. Daughter loves her new Kindle!!,"[""none""]"
Insect Repellent,Five Stars. best stuff every! only product that has worked on my kids!,"[""performance""]"
Stain Remover,Five Stars. Best so far to get stains out of clothing.,"[""performance""]"
Shampoo,Five Stars. Awesome product! My hair feels and looks so healthy,"[""performance""]"
Hairspray,Five Stars. A+,"[""none""]"
Insect Repellent,Five Stars. A nice and useful cream,"[""performance""]"
Amazon Fire TV Stick,Fire stick. The stick is way too small for my hand.,"[""design""]"
Kindle Tablet ,Fire kindle. Great value! Very kid friendly.,"[""value""]"
Amazon Fire Tablet,Fire HD 10 Tablet. Didn't realize you couldn't play games on this device.,"[""non-review""]"
Hairspray,"Fine spray. Not as solid a hold as I expected.. This hair spray has a really nice fine mist spray, but not as solid a hold as I expected with the name “Hard Head”.","[""performance""]"
Hairspray,"Fine spray, good hold. Like the fine spray","[""performance""]"
Back Cushion,"Finally. My husband will not drive my car without this cushion.  Finally, something that he had sit on for drives over 20 minutes.","[""performance""]"
Coffee Filter,"Filters shrunk. The filters shrunk, from the last time I purchased them.  I have done nothing different, did everything the same.  And major coffee grounds in my cup.","[""quality""]"
Coffee Filter,filters are great delivered unboxed and dirty..not. love the filters. showed up dirty and unboxed. for a sanitary food product i was surprised,"[""quality""]"
Water Filter,filter. I was upset that when it says pack it not more than one. False advertising. Pack means 2 or more not one.,[“non-review”]
Hair Diffuser Attachment,"Fell apart after 3rd use!. Very disappointed ….the screen fell out after only 3 uses. I loved how it worked, and it’s collapsible for travel, and it is lightweight. But after just a few uses….to fall apart like that? Ugh! Never will I buy another","[""quality""]"
Coffee Filter,Faster drainage. The coffee goes through these papers faster than the white Melitta papers. That might make coffee less flavourful,"[""performance""]"
Hairspray,"Fantastic spray for holding coarse hair. I use this in conjunction  with Kevin Murphy or repuzel hair products.  This spray works great for holding coarse hair.  If you spray it on while the hair is still moist it will take time to dry, it isn’t instant when moist.","[""performance""]"
Echo Dot,"fantastic product. this is honestly my first time knowing about echo products and this speaker exceeds all of my needs. the music sounds great. jazz sounds great, gospel music sounds great, R&B sounds fantastic… you won’t be disappointed.","[""performance""]"
Cleaner,"Falls apart too easily. I used to love these things to clean, but the second they get wet, they fall apart. Kinda sucks and bad for the environment too.","[""quality""]"
Shower Cap,Falls apart easily. This was a great size but the elastic is coming off and have only used it 6 times.,"[""quality""]"
Hairspray,"Fake. I agree with other reviews, calling fake in this one.  I’ve used this product for a long time and love it however, this is not it!  Does not smell the same and does not hold my style AT ALL!!!  I’m about half way through the first can and will throw both away (bought 2 pack) and go buy the real thing.","[""quality""]"
Insect Repellent,"FAILED!. This product did NOTHING to stop bug bites - in fact the no-see-um’s on Sanibel beach, Florida, seemed to be attracted to it. Four days later we are still itching and dealing with multiple bites. Trusted this product as well as buying the regular skin-so-soft - neither one prevented bug bites. Total spent: over $50.<br />Bug bites prevented:  NONE.","[""performance""]"
Coffee Filter,Expensive. Wish I could find  &#34;knock-off&#34; product as these are sturdy but expensive.  I'll take suggestions if anyone finds something that works in a Chemex that is cheaper!,"[""value""]"
Amazon Fire Tablet,Excellent. Excellent,"[""none""]"
Bluetooth Speakers,"Excellent speaker. Great sound, great connectivity.","[""performance""]"
Earbuds,"Excellent sound and a great value. Wow sounds great and bass is heavy, midrange and treble is present and does not drown out at high volumes. Wireless charging works flawlessly. Use these at the gym and when doing lawn work. Love these headphones","[""performance"",""value""]"
Cotton Rounds,Excellent Product. Excellent product for all your face washing needs. Also works great for other use's too from what I have read.,"[""performance""]"
Foot Scrubber / Massager,Excellent product!. I really am barefoot 99% of the time. This is my second one of these and I love it. Gets the garden mud off my feet and feels good too!,"[""performance""]"
Castor Oil,"Excellent product and great followup!. Just started using this, but I am very impressed. I had some issues on my scalp that I've bee trying to clear up for years, (yes Years!).  I dropped this castor oil on the spots at night with a q-tip.  The problem has completely gone away.  Thank YOU!","[""performance""]"
Amazon Fire TV Stick,Ehh. Honestly not a great buy. Don’t believe it has the capability of downloading HBO max - boo. I use my Apple TV way more.,"[""performance""]"
Echo Dot,ECHO Dot. Love it!,"[""none""]"
Coffee Filter,"Easy To Use BUT..... I bought one of these reusable filters with the intent of using some of my favorite Starbucks blends with my Keurig Coffee Maker. Although it is easy to use, I found it a bit too messy after just popping in a K-Cup for over a year.<br /><br />It's doable, don't get me wrong, but I think I'm just spoiled with the K-Cups.","[“design”,”performance”]"
Water Filter,"easy to install. So far it's working good  I have no complaints,The water taste good and is coming out at a good pace.","[“design”,”performance”]"
Soft Tissues,Easy on my nose. During allergy season my nose used to get so sore—now it doesn’t.,"[""performance""]"
Foot Scrubber / Massager,"easy feet. I do not recommend this product.  There is no ""well"" for the soap, the suction cups do not stick to my tile and the pumice stone arrived broken.  All-in-all, not a good $25 investment.","[“design”,”performance”,”quality”,”value”]"
Earbuds,"Earbuds. Yes, I would buy again","[""none""]"
Cleaner,"Durability which it is not. Do not let the name fool you, this is a plain sponge, one use on my cabinet doors, fridge, and microwave and it fell apart and had pot holes in it.  I think there is 4 in the box but one good scrub with each and they are not worth taking from the store...made for wiping mot scrubbing.","[""quality""]"
Echo Dot,"Dumb Alexa. Does NOT let you finish the question before answering.  We all already have at least one of these, in real life.<br />Answers not the best, because she does NOT listen 1st.<br />Send back !","[""performance""]"
False Eyelashes,Dried out after first use. Not as expected<br />It worked well one time then dried out.,"[""quality""]"
Stain Remover,Dreft Baby Stain remover. I have used Dreft Baby Stain remover for years. It is an awesome product and releases stains on baby clothes and adults. I can undeniably recommend this product,"[""performance""]"
Kitchen Tools,"Doubtful these are porcelain. Just received these and I totally doubt they are porcelain, which is the main reason I purchased these.","[""quality""]"
Foot Scrubber / Massager,Dont waste your money. The product showed up broken inside a destroyed box.  Only got a star because I cant give negative stars.,"[""quality""]"
Amazon Fire Tablet,Dont get this one if u use Google. Cant get any of my apps to work. This has too many apps I'll never use and u cant delete them. Cant get email or gmail. I want to send it back,"[""performance""]"
Coffee Filter,Dont buy these.. I have no idea where these come from but they are generic and cheap made and shoved in a plastic bag,"[""quality""]"
Necklace,Don't waste your money.. Lousy quality... Lousy quality.. The necklace is ok but the pendant is not wearable. The stone is glued in crooked so I will just throw that part away..,"[""quality""]"
Amazon Fire Tablet,"Don't waste your money. After a few months,  it stopped downloading apps. Very slow.  Would not buy again.","[""performance""]"
Contact Lens Solution,Don't Use if You Need Contacts Soon. It works as intended but do not listen to the directions about time. It burned the crap out of my eye after being in the cylinder for 15 hours. It felt like you jammed a habanero in your eye. I would recommend keeping it in there for 24-48 hours.,"[""performance""]"
Coffee Filter,Don't recommend using this with Chemex. I've been using a straw with this to allow hot air to escape.  I prefer the Chemex filter or the stainless steel filter more than this.,"[""performance""]"
Coffee Filter,Don't need them.. My Keurig works better without them.,"[""performance""]"
Pain Relief Cream,"Don't like the scent or consistency. This dmso is weak, it's greasy and the rose scent irritates my sinuses. I had read reviews saying that the smell was very light but that's not the case. I recently got another brand and I like it much better.","[""quality""]"
Cleaner,Don't hold together very well. I tried to remove baked on gunk on my cookie sheets but not very successful. These fell apart after use with a little elbow grease. Won't buy again,"[""performance"",""quality""]"
Earplugs,"Don't hesitate to buy. It really does help you hear others while at a concert, and still blocks the noise. I was skeptical, but they are pretty awesome.","[""performance""]"
Kindle Tablet ,"Don't do it. I don't know if it is just my for or all, but this is the worst tablet I have ever had. It freezes, hangs, and throws you out of apps on a regular basis. It doesn't download ebooks without you having to go back and manually download them over at a time. I thought maybe I needed more memory, so I bought an sd card and it didn't help. I will NEVER buy a fire again.","[""performance""]"
Cleaner,"DON'T DO IT !!!. NO! Do Not use Magic Erasers on anything! I can't believe they are even still selling any of these things. They serve no purpose and will damage anything they touch. If you care about the surface you are about to clean, keep these things away or the surface WILL be damaged.","[""quality""]"
Bath Towel / Wrap,"don't buy. feels sticky, tacky","[""quality""]"
Foot Scrubber / Massager,"Don't bother.... Worst foot cleaner out there. Heavy and clunky.  Buy the suction cup type you can hang on the outside (or inside) of the tub. I did not buy this on Amazon, I bought it at a drugstore and returned it the next day.",[“design”]
Anti-slip wax for glasses,Doesn't work. This did not work at all for me. I followed the instructions and for all the good it did I might as well have been putting Chapstick on my glasses. Definitely not worth the money.,"[""performance"",""value""]"
UV-C Sanitizer and Deodorizer,"Doesn't work. I've used it for the last week. It doesn't work. I see a light. I hear a fan, but the cat box smell is still there. The box is in a very small room. I keep the door shut just to make sure, and I clean the box every day. The smell has not changed.","[""performance""]"
Stain Remover,"Doesn't work. Did not remove any stains. My baby blew out of her diaper. I took off her outfit right away, rinsed off the poop, sprayed it with dreft, let it sit for about 15 minutes, washed it, and stains were still there. I used Oxi stain remover and they came right out.","[""performance""]"
Echo Dot,Doesn't work well with firetv. Can't power off a fire tv with a routine. Absolutely dumb.,"[""performance""]"
Anti-slip wax for glasses,"Doesn't work for me,. Tried this just like the instructions said, I put it on thick and it worked for about an hour. Then it was like I was not wearing anything. My glasses started slipping again. For me this stuff doesn't work.","[""performance""]"
Echo Dot,"Doesn't synch with Amazon Fire TV, or iPad. I was hoping it would synch to my amazon Fire TV products, as well as my iPad, but no such luck.  For now, We use it for music.","[""performance""]"
Yoga Mat Cleaner,Doesn't seem to work as great as described. Doesn't seem to work as great as described. I go to vinyasa twice a week and get my mat pretty gross. This isn't going to replace a deep cleaning or scrub down. Maybe I'm an outlier but even multiple sprays directly on the mat didn't have any noticeable effects.,"[""performance""]"
Insect Repellent,"Doesn't repel bugs as well as I would like... Doesn't repel bugs as well as I would like... Keep something better, like 40% deet, nearby in case things get hairy.","[""performance""]"
Shampoo,Doesn't lather up. Not sure what's up with this .... Doesn't lather up.  Not sure what's up with this product.,"[""performance""]"
Coffee Filter,Doesn't fit. Doesn't fit,[“none”]
Coffee Filter,Doesn't Fit in the Keurig K155 properly. the sliver .... Doesn't Fit in the Keurig K155 properly. the sliver piece sticks up farther than the original piece and the filter can't fit into the original piece. it still works but the spout is slightly in the machine still.,"[“design”,”quality”]"
Echo Dot,"Doesn't always understand. Works well with our thermostat and one outlet, doesn't always understand your questions or misunderstands what you say","[""performance""]"
Bluetooth Speakers,Does the job. could be louder but works great,"[""performance""]"
UV-C Sanitizer and Deodorizer,"Does the job in a small room. Bought this to put in a small empty bedroom where I keep a litter box, it does a good job keeping the air clean. It is a bit noisy, but I don't mind that since it's in an empty room.","[""performance""]"
Stain Remover,"Does not work!. This does not get stains out. Blow outs, spit up or Breast milk doesn’t work at all.","[""performance""]"
Soap Sheets,"Does not work as advertised. Maybe if you use  all 50 you can get enough soap to wash a pair of socks, but one  certainly does not do it.","[""performance""]"
Pain Relief Cream,"Does not smell like roses, smells more like the old fashioned Noxema. This stuff works very well for relieving my foot pain. Does not smell like roses, smells more like the old fashioned Noxema.","[""performance""]"
UV-C Sanitizer and Deodorizer,Does not plug in the wall properly. Does not plug in the wall properly,"[""quality""]"
Amazon Fire TV Stick,Does NOT Pair with Alexa Echo!. I tried everything humanly possible and I cannot get this remote to pair with Alexa Echo!......Amazon for whatever reason could not figure it out after over an hour in chat!,"[""performance""]"
Hairspray,Does not hold hair in place. This spray does not hold hair in place if you have spiky hair!!!!,"[""performance""]"
Curling Brush / Iron,"Does not get hot enough. I bought this product because I have short hair. I thought the shorter one would be beneficial takes forever to heat up, and never gets hot enough for my liking. Would not recommend","[""performance""]"
Logitech Mouse,"Does not fit your hand. This mouse is too small it does not fit the hand. They should have used the model with the marble in the middle to make a wireless mouse. Most of the Logitech products or good ,but this is a bad fit.","[""design""]"
Coffee Filter,"DOES NOT FIT ALL KEURIG COFFEE MAKERS. The produce looks well made and it might work, but not with our Keurig K-Cup machine. Utterly useless. So, for the product maker, don't say things that are not true.  Not expensive enough to merit sending back.","[""quality""]"
UV-C Sanitizer and Deodorizer,Does not eliminate odors. I could put up with the noise level if it worked but it did not work for me in eliminating odors.,"[""performance""]"
Cleaner,does it all. Who knew Mr Clean could clean up everything!,"[""performance""]"
Coffee Filter,"Does as advertised. Haven't had any issues, no paper taste, no rips, wish there were more in package for the money would be my only critique.","[""performance"",""value""]"
Amazon Fire TV Stick,"DO NOT WASTE YOUR MONEY!. I had an older Fire Stick remote which worked great. Amazon sent me an offer to ""upgrade"" to this Alexa version. It is a total piece of garbage. It doesn't understand ANY of the requests no matter how I word them. After 15 minutes of trying, I end up finding it the old-fashioned way. Amazon should refund my money for this nonsense.","[""performance""]"
Coffee Filter,DO NOT RECOMMEND THESE TOOOO FLIMSY. I will not buy these again.  This is a brand I have always trusted.  Lots of paper dust evident and they are flimsy often let ground through as filter gives way.  Only seamed on one side..<br /><br />Have never had a problem with any other brand .  Very disappointing to see this quality from Hario.,"[""quality""]"
Amazon Echo Show,Do not like.. Crackles and doesn’t give proper results.,"[""performance""]"
Amazon Fire TV Stick,"Do not buy. The worst thing I’ve bought in a while, super slow, apps load slow, can’t get shows to work. My roommates roku works like a charm and they are plugged in next to each other.","[""performance""]"
Echo Dot,"Do Not Buy. It use to be a good system. As of 9/30/2020 it has gone into the pot. This has been going on for days now. At times it works. Most of the time it does not. Not a good situation for an elderly home counting on voice activation. If you want a new toy that tells you stupid jokes, it is a good product.","[""performance""]"
Kindle Tablet ,"Disposable tablets. I bought 5 of these and gave as gifts.  They lasted a few months, now 2 of them won't charge or turn on.  Went through a good portion of a day attempting to get help with this issue through Amazon, no luck.  The 2 different people I chatted with couldn't give me any helpful tech advice and they are out of warranty.","[""quality""]"
Peppermint Oil,Dispenser issues. Dispenser cap sticks and eventually breaks off so now cannot control drops well.,"[""quality""]"
Amazon Fire TV Stick,Disappointed. They take way to long to turn one.,"[""performance""]"
Earplugs,Disappointed. Seriously disappointed in these Hi-Fi earplugs. They cut the high frequencies completely. I could have accomplished the same thing by stuffing tissue in my ears. Hoping another brand will actually perform well. Time will tell.,"[""performance""]"
Water Filter,Disappointed. It seemed to work great for one minute but the pressure went way down before I even got clear water to come through.,"[""performance""]"
Castor Oil,Disappointed. Doesn’t do anything for promoting lash growth . I thought I would give it a try because I read that it really works but did nothing for me.,"[""performance""]"
Kindle Tablet ,"Disappointed, Doesn't work like advertised.. Disappointed.  Very slow to load and some of the apps will not even work unless I do a hard shut down and restart, every time I use it (this was Amazons advise) REALLY!  Only have had this a couple of months and nothing but trouble.  I have a Kindle 3rd gen. and it works great.","[""performance""]"
Water Filter,Difficult to install. Poor design.. Very cheaply made and difficult to install. GE overthought the design with small breakable tabs. The instructions are not very clear. Buy two and hope one works.,"[""design"",""quality""]"
Coffee Filter,"Different.... I have been ordering the Hario V60 filters from Amazon for years now but the last pack seems different.  Not sure if Hario changed their filters or these are knockoffs but they are darker, thicker, and seem to have this waxy coating on them.","[""quality""]"
Earbuds,Died after 2 months.. Love this earphone but one side stop working after using for 2 months.<br />I bought 3 of them and this is the only one that broke that fast. I guess this is just the unlucky one then.,"[""quality""]"
Hair Spray Bottle,Didn’t work. The first few times of using was good but then it started acting up. It wouldn’t spray out anymore & would leak everytime I traveled with it.,"[""performance""]"
Stain Remover,Didn’t work. I tried it on my baby’s onesies and it didn’t take off the stains at all,"[""performance""]"
Hair Spray Bottle,Didn’t work. I got it and used for one week without problems. Suddenly stop working not happy with the product,"[""performance""]"
Eyebrow Tint,Didn’t last. Did not work very well.,"[""performance""]"
Insect Repellent,didn't see much difference from using the Skin-So-Soft and this .... didn't see much difference from using the Skin-So-Soft and this product.  I will just use the Skin-So-Soft in the future.,[“performance”]
Water Filter,Didn't last a month. Not recommended. Only lasted a month.,"[""quality""]"
Amazon Fire TV Stick,DID NOT WORK WELL!. Freezes and buffers constantly. Very disappointed.,"[""performance""]"
Earplugs,Did not work for a concert. This set of earplugs did not properly protect my ears at a recent concert that I attended.  My left ear is still ringing.  At a different concert when I misplaced my hearing protection tissues stuffed in my ear did a better job.,"[""performance""]"
Glycerin,Did not make bigger bubbles. Used for huge bubble recipe. Did not work well for that.,"[""performance""]"
Pain Relief Cream,"Did not like smell. I thought this would smell better but after using it a few days, a bad chemical odor began to annoy me.  The rose smell got cloying too.  Did not seem to benefit from use either.","[""quality""]"
Amazon Fire Tablet,Did not like it. Returned,"[""none""]"
Pain Relief Cream,Did not help my arthritis pain. Nice fragrance. Nice consistency. Did not assist with my arthritis joint or muscular pain.,"[""performance""]"
Dishwasher Magnet,Delicate. We had a different one that just completely disappeared. Bought this one and was satisfied with it until I watched my cat lay his declawed paws on it and it fell apart. 😕,"[""quality""]"
Soft Tissues,Definitely worth buying. Better then 3.00 dollars a box,"[""value""]"
Amazon Fire TV Stick,Definitely recommend. Excellent.,"[""none""]"
Water Filter,Defective. REALLY BAD QUALITY! It worked for two weeks and then clogged up. Water dispenser no longer works when filter is installed. Must be a manufacturing defect.,"[""quality""]"
Water Filter,"DEFECTIVE. Product will not seat properly.  As a result, the water flows for one glass then stops.  The Samsung filter and products are very inconsistent in manufacturing tolerances.","[""quality""]"
Amazon Fire TV Stick,Defective. Got this during the big Amazon shopping days. It got put on the shelf and forgotten about until a few years ago. So we opened it got everything plugged in and then the remote doesn't work so the whole thing is useless,"[""quality""]"
Water Filter,Defective filter. I threw it away!  The lady who I talked to told me it was not necessary to return it.  What do I do now? It was supposed to last for a few months and only lasted a month and a half and had to bring a repair man to fix my refrigerator as the water dispenser got plugged.,"[""quality""]"
Bluetooth Speakers,Decent sound quality.. The speaker sounds sufficient. I used it all the time including on my boat.,"[""performance""]"
Bluetooth Speakers,"Dead within one year.. Purchased on 1/25/16 and worked great up until it didn't. The speaker is less than one year old and will no longer accept a charge. Given the astoundingly high rating, I didn't give any thought to its warranty (90 days) or its long term prospects.","[""quality""]"
Amazon Fire Tablet,Dead spot on screen now....5 weeks after warranty expired.. Used only to listen to books at night...barely used.  Am dissatisfied with this product. I have hardly used this.<br /><br />On the right side of the screen there is a dead zone about the size of a business card. Only found out when i went to play a game.,"[""quality""]"
Water Filter,"DEAD ON ARRIVAL. I ALWAYS PURCHASE IN ADVANCE SO I HAVE IT WHEN NEEDED.. INSTALLED IT TODAY AND IT WOULDN'T WORK.<br />HAD A SPARE REPLACEMENT MADE BY CULLIGAN AND IT WORKED PERFECTLY.  SINCE IT HAS BEEN THREE MONTHS, NO OPTION TO RETURN IT..","[""quality""]"
Hairspray,Damaged. Ordered 2 cans of hairspray. Both lids were cracked and one can was only half full and wouldn't spray.,"[""quality""]"
Dishwasher Magnet,"Damaged my new stainless steel dishwasher.. The seller advises “In inbuilt Industrial magnets are covered by soft silica to protect dishwasher.  After a few weeks of use,  I took the product off my dishwasher.  The magnet  rusted through and left rust on my new  stainless steel Dishwasher . The  dishwasher is now damaged.","[""quality""]"
Necklace,Cute necklace. Really cut. I take off pendant for different look.,"[""design""]"
Shower Cap,"Cute but small. It is really cute, the material is okay, but is way to small to cover my hair up. I use it anyway, but I would have rather a bigger cap.",[“design”]
Crown / Tiara,"Crystals pop off easily or are missing.. Looks lovely, except for a few missing crystals. But WOW, the remaining crystals pop off easily! Just ridiculous.","[""quality""]"
Soft Tissues,"Crushed shipping box!. Received items in crushed box, all tissue boxes inside crushed. Still usable, too much trouble to return. VERY DISAPPOINTED in packaging.","[""quality""]"
Eyebrow Tint,Crap. Don’t waste your money. Once it touches the skin. It’s hell to remove bu won’t stay on the brow.,"[""quality""]"
Kindle Tablet ,Crap battery. Battery hasnt lasted a year.... not happy,"[""quality""]"
Yoga Mat Cleaner,Couldn’t get it to spray out…. Sprayer doesn’t work. Very little comes out and difficult/gets stuck when you press down to spray.,"[""performance""]"
Micro SD Memory Card,Corrupted. As card corrupted after 5 months,"[""quality""]"
Echo Dot,Cool but nothing to write home about. There is a coolness factor but she loses connection all the time and really doesn't do it anything besides try to get me to subscribe to more services.<br />Not next happy with her.,"[""performance""]"
Listerine pump for mouthwash,"Convenient. So convenient to just pump and use. I saw they used these in my dentist's office, and much nicer than everyone touching the cap with their germ hands..lol","[""design""]"
Glycerin,"Contents not sealed properly. The foil seal wasnt sealed properly and the cap was lose lost a bit of the contents, wish they would have checked it before shipping","[""quality""]"
Coffee Filter,"Coffee filters,. Working good for keurik thanks","[""performance""]"
Water Filter,Clorine taste present. Still have that clorine taste,[“performance”]
Castor Oil,"Clearing up nummular eczema very quickly.. A few days of use and nummular eczema on arms and legs is clearing up.  Nothing else has worked, including prescription steroids.  Maybe a coincidence, but I'm very happy with the result!","[""performance""]"
Hair Clips,Clamps. Clamps work well to help me separate my hair for styling.,"[""performance""]"
Makeup Brush Holder ,Cheeping made. I didn’t get what was in the picture instead it was a particle board cheep looking item that failed after second use..... I wanted his to be the perfect item I was disappointed at best,"[""quality""]"
Logitech Mouse,"Cheaply made. Had higher expectations. Weak, loose, noisy. The roller ball is a distraction instead of an asset. Trying for years to replace a Microsoft Trac-ball. This is a swing and a miss.","[“performance”,“value”]"
Water Filter,"CHEAPER THAN THE OEM STORE. Bought this item due to its cost and frustration received whenever ordering from the OEM Frigidaire store online where they misplace my orders and have no clue of what is going on.  These guys fulfilled the order faster, cheaper and with no hassel.","[""value""]"
Coffee Filter,CHEAP!. Received mine in record time but ½ the size of bonafide Keurig filters.Took two filters to provide marginal use (½ the size equals ¼ the filtering benefit.<br />This was a clear case of &#34;you get what you pay for&#34;,"[""quality"",""value""]"
Cotton Rounds,Cheap quality. Cheap quality,"[""quality""]"
Hair Clips,"Cheap quality. Cheap price. Don’t bother they are horrible.. They are so cheaply made,thin plastic they snapped first use.","[""quality""]"
Hair Clips,Cheap plastic. Pulls my hair out.  Cheap plastic,"[""quality""]"
Coffee Filter,Careful that your Keurig Machine allows the use of this item.. Unfortunately I have the Keurig 2.0 machine and it doesn't allow you to use this K-cup filter.,[“none”]
Kindle Paperwhite e-reader.,"Can't believe I gave in and got a kindle. It's my first kindle, so it took a little getting used to, but I love it so far. It's easy to read and manipulate the font, size, etc. Looking forward to getting more reading done during down time and before bed. Book lights bothered my husband so I think this will be a great alternative.","[""design"",""performance""]"
