ID,Prompt_Text,Rating,Rating,Label - gpt3.5_turbo0125,Rating,Label - gpt3.5_turbo0125 - improved,Label - Flan-t5-small-FT215,GPT3.5 vs Flan-t5-small,,Label - gpt-4-0125-preview,Label - gpt-4-0125-preview - improved,GPT3.5 vs GPT4,GPT4 vs Flan-t5-small,gpt3.5 vs GPT4 vs Flan-t5-small,GPT4+1 LABEL,Unanimous Label,Hunam Label,GPT4 WIN,GPT3.5 WIN,flan-t5-small WIN,Test Set 1 Labels,Test Set 2 Labels,GPT3.5 improved = GPT4 improved,Unanimous Label - IMPROVED,GPT4 improved vs hunam,GPT 3.5  improved vs hunam,gpt3.5 improved vs flan,gpt4 improved vs flan,Staging-test set 3,Test Set 3 Labels,Staging-test set 4,Test Set 4 Labels
795,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They simply do not last very long. Not worth the money.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",2,2,Negative,2,Negative,Negative,OK,2,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
796,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They went Dead before even using them.. The ones i used lasted maybe 4hours at best !!!
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Slightly Negative,NO MATCH,1,Negative,Negative,OK,NO MATCH,NO MATCH,Negative,,,,,,Negative,REMOVE,Negative,,,,NO MATCH,NO MATCH,Negative,Negative,,REMOVE
797,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They were duds. I bought them before christmas so I could stick them in the toys and not one worked. I tried them on other items to make sure it wasn't the toys and not the batteries . Nope , it was all of the batteries. I only give one star for the reason I got them on time ....now I have a box of triple a batteries that don't work . so glad I caught that before christmas or I would have had disappointed children on christmas.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Negative,OK,1,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
798,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They work but they don't last they drain really quickly only had them about 2 weeks and they are almost all dead. Very frustrating will not be buying these again save your money and buy Duracell.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Negative,OK,1,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
799,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
they work well so far, cheaper than other batteries i have seen. hoping there wont be any leakage or anything.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Slightly Positive,Slightly Positive,NO MATCH,4,Slightly Positive,Slightly Positive,NO MATCH,OK,NO MATCH,Slightly Positive,,,,,,Slightly Positive,REMOVE,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
800,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're AAA batteries
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Positive,3,Slightly Positive,Slightly Positive,NO MATCH,3,Positive,Slightly Negative,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
801,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're batteries. Significantly more cost effective than Duracel Energizer. Rated 4* because I can't yet say how they last compared to the two big brands but so far they're performing well.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Slightly Positive,4,Slightly Positive,Slightly Positive,OK,4,Slightly Positive,Slightly Positive,OK,OK,OK,Slightly Positive,Slightly Positive,,,,,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
802,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're batteries. They work.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Positive,3,Slightly Positive,Slightly Positive,NO MATCH,3,Positive,Slightly Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
803,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're cheap but we went through these in less than half the time of the previous pack of the same, which was Duracell. I was hoping the brand wouldn't matter but it seems that in this case, it does.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",2,2,Negative,2,Slightly Negative,Slightly Negative,NO MATCH,2,Negative,Slightly Negative,OK,NO MATCH,NO MATCH,Negative,,,,,,Negative,REMOVE,Slightly Negative,Slightly Negative,,,OK,OK,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative
804,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're just batteries like advertised
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Positive,3,Slightly Positive,Slightly Negative,NO MATCH,3,Slightly Positive,Slightly Positive,NO MATCH,NO MATCH,NO MATCH,XXX,,Slightly Positive,1,,,Slightly Positive,Slightly Positive,Slightly Positive,,Slightly Positive,Slightly Positive,NO MATCH,NO MATCH,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
805,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
They're the same size as the batteries they replaced. Who knows if they last longer, have more power than others until they go dead Who remembers to come back and post that these batteries worked for one day more or less than the last set you had They're batteries, and they looked like they were cheap to me. If they melt a remote control or something, I'll try to remember to come back and letchall know.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Slightly Negative,3,Slightly Negative,Slightly Negative,OK,3,Slightly Negative,Slightly Negative,OK,OK,OK,Slightly Negative,Slightly Negative,,,,,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative,,,OK,OK,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative
806,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This a really cute kit which would make for a great gift for someone. It is in a little leather like pouch and has everything you need to give yourself a quality manicure. The nail clipper is a perfect size and works just as well on a women or man's nails. The file is nice as well (although I still prefer to use emory boards on mine). I actually bought another one of these to give to my son as a stocking stuffer this last Christmas for him to use at college. Just a nice, quality made kit at a reasonable price.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
807,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This are super colorful great gift giving holiday bags and tags. I always give smaller gifts to neighbors (sometimes home made baked goods, sometimes a bottle of wine). These bags are perfect for this. The drawstring is made of ribbon and seals the bag well. These would also be great for packaging teacher's gifts or for family gifting. Highly recommend. Nice variety, nice colors!
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Strongly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
808,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This bag does not fit my 17-inch laptop, although mine is a little bigger than many. You would need a relatively thin 17-inch laptop to make this work. Also, as some other reviewers described, it has a cheap-feeling inner lining. I also do not like that the zippers for the main pocket do not extend toward the base farther, so this does not open as wide as I would like. It will get the job done and serves as a replacement for my previous backpack, which was falling apart, but I do not think I would really recommend it to anyone.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Slightly Negative,3,Slightly Negative,Negative,NO MATCH,3,Negative,Slightly Negative,NO MATCH,OK,NO MATCH,Negative,,,,,,Negative,REMOVE,Slightly Negative,,,,NO MATCH,NO MATCH,Slightly Negative,Slightly Negative,,REMOVE
809,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This edition of the kindle fire is a great improvement over the last model I had. The battery life is much better and it charges faster. The only drawback I have experienced is that the operation is sometimes slow. But I attribute that to having a 200GB expansion chip.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Slightly Positive,Slightly Positive,NO MATCH,4,Slightly Positive,Slightly Positive,NO MATCH,OK,NO MATCH,Slightly Positive,,,,,,Slightly Positive,REMOVE,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
810,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This goat milk cleanser is very gentle. I have sensitive skin and it doesn't irritate or annoy my skin at all. It has a pump dispenser that works nicely. It's thick, like a lotion consistency. The cleanser doesn't lather or foam. I haven't been able to notice any scent, good or bad. It doesn't dry out my skin. I'm very pleased with it.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
811,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This has been pretty easy for my kids to use and navigate. They really like it.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Positive,3,Positive,Slightly Positive,NO MATCH,3,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
812,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a good product for video, surfing and reading. However this version has dropped all android support as far as I can tell. I have a couple of apps that run on my old Fire just fine but are extremely problematic on this one. There is one app I use everyday but it doesn't work on this new Fire, so I have to keep the old one around. Kind of inconvenient. I would recommend seeing if your app is supported on this Fire before dropping the money.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Slightly Negative,3,Slightly Negative,Slightly Negative,OK,3,Slightly Negative,Slightly Negative,OK,OK,OK,Slightly Negative,Slightly Negative,,,,,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative,,,OK,OK,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative
813,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a good tablet for basic use. I ened up returning it and going with an iPad which met my needs more. This tablet would be good for someone with limited computer knowledge/use.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Slightly Negative,3,Slightly Negative,Slightly Positive,NO MATCH,3,Slightly Positive,Slightly Negative,NO MATCH,OK,NO MATCH,Slightly Positive,,,,,,Slightly Positive,REMOVE,Slightly Negative,,,,NO MATCH,NO MATCH,Slightly Negative,Slightly Negative,,REMOVE
814,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a good tablet for children and adults too. However there is an issue with the port and charger cable. We did not even have this tablet 3 weeks before it would barley charge. Took it back to best buy and they said they could not fox it, and imagine the port is not covered under the manufacturer warranty. So now I have a tablet that takes a couple days to charge. Its really frustrating.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",2,2,Negative,2,Slightly Negative,Negative,OK,2,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,,,,,NO MATCH,OK,,REMOVE,,REMOVE
815,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a great deal on bulk batteries, they seem to last a reasonable amount of time. They do not seem to last as long as the big name brands (this is based on how long between battery changes for my xbox one controller) .but for the savings it's well worth it.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Slightly Positive,4,Slightly Positive,Slightly Positive,OK,4,Slightly Positive,Slightly Positive,OK,OK,OK,Slightly Positive,Slightly Positive,,,,,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
816,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a great hair straightener. Heats up quickly and evenly, makes it easy to take the curl out of my naturally wavy hair. It fits easily in my hand and maneuvers around the front and back of my head easily. Does not heat up my countertop (keeps the heat on the iron). I love this pink, too, it matches my decor perfectly. I highly recommend this Bellezza styler.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Strongly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
817,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a great little phone. It feels like a true moto phone. I like the pure experience of the software. While it's not on par with the $600+ phones... Dollar for dollar, it is well worth the cost. Definitely a good buy.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Slightly Positive,Slightly Positive,NO MATCH,4,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
818,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a great tablet for the price it is offered at. Great for amazon prime members.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Slightly Positive,Slightly Positive,NO MATCH,4,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
819,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a nice and inexpensive tablet. Great for reading on or looking up info on the Internet. Only downfall is you can't download some online games onto it.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Slightly Positive,4,Slightly Positive,Slightly Positive,OK,4,Slightly Positive,Slightly Positive,OK,OK,OK,Slightly Positive,Slightly Positive,,,,,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
820,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a nice little tablet for the $60 I paid on black Friday. At the regular price I would probably have gone with something a little less restricted and without so much Amazon content. The lock screen ads aren't much of a problem, I understand Amazon sells these cheap and gets it back via ads, but the 15-20 Amazon apps are a little much. It would be easier to stomach if you could add the ones you want or remove the ones you don't. That said, I was able to install the Google Play store and this tablet does everything I need it to do. Overall, I'm pretty happy with the purchase. It's a nice new toy. One note: In the online photos the magenta looks purple. It's actually pink. If you like purple, get a black one and a purple case.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Slightly Positive,4,Slightly Positive,Slightly Positive,OK,4,Slightly Positive,Slightly Positive,OK,OK,OK,Slightly Positive,Slightly Positive,,,,,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
821,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a nice speaker- I am bummed because I ordered the red and I received the blue- I didn’t want to deal with returning it because I wanted it right away for an outing. It is bigger than I thought- But I can clip it to my belt and walk or hike and it is nice and loud. No instructions came with it but you can figure it out and it synced right up.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Slightly Negative,5,Slightly Positive,Slightly Positive,NO MATCH,5,Slightly Positive,Slightly Positive,NO MATCH,OK,NO MATCH,Slightly Positive,,,,,,Slightly Positive,REMOVE,Slightly Positive,Slightly Positive,,,OK,OK,Slightly Positive,Slightly Positive,Slightly Positive,Slightly Positive
822,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a really nice moisturizing lotion. It goes on lightly and is readily absorbed into my skin. My skin feels amazingly softer and smoother and allows for a nice base for my makeup to be applied over. You only need a small pea sized amount to cover your entire face and neck. Highly recommend for all skin types, ages and for women as well as men.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
823,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a really nice plug/surge protector. It fits a lot of plugs, without taking up a lot of room. Hugs the outlet and even has a handy shelf on it for me to lay my phone during a charge. I use this on the wall next to my bed so I can charge my cell phone and be able to easily reach if I need it. This would make a unique Christmas present to the person who has everything. Highly recommend.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
824,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is a really nice wireless keyboard and mouse. Sets up quickly and easily (which for someone like me who is in her sixties and is somewhat technically challenged) is saying a lot. This mouse has a great shape and is ergnomically built for easy handheld performance. The keyboard is nice, too, standard keyboard but in a compact size. I love the wireless aspect of this and the fact that the charge is via the usb port. Highly recommend if you are in the market for a new combo set.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
825,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is an amazing product for reading books and watching movies.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Positive,Positive,OK,4,Positive,Positive,OK,OK,OK,Positive,Positive,,,,,Positive,Positive,Positive,Positive,,,OK,OK,Positive,Positive,Positive,Positive
826,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is an older tablet. I probobly expected too much. If I'm going to deal with lagginess I prefer my ipad2.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Negative,3,Slightly Negative,Slightly Negative,NO MATCH,3,Negative,Slightly Negative,OK,NO MATCH,NO MATCH,Negative,,,,,,Negative,REMOVE,Slightly Negative,Slightly Negative,,,OK,OK,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative
827,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is great tablet. Its great for people who don't need a lot of apts. or store a lot on it. Doesn't over heat. Light weight.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Slightly Positive,Slightly Positive,NO MATCH,4,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
828,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is just the standard micro SD card i would recommend this to anyone. i purchased this for my dad who is using it to expand the memory on his tablet! it shipped fast and is a slight bit cheaper than in the stores i believe.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Slightly Positive,Slightly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
829,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is my first Fire Kindle. I love it. It is fast, and has good internet. It gives me quick access to all my Kindle library. I found out it's easier to scroll through the pages than when using Kindle Touch.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Positive,Slightly Positive,NO MATCH,4,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
830,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is my new favorite daily vitamin. Totally Vegan, easy to swallow and fills all the daily requirements of my 60+aged body. I have a tendency to skip breakfast most days a week and this vitamin agrees with an empty stomach (no aftertaste, burping, or unpleasant stomach rumblings). This is a lot cheaper than my usual Centrum formula so Amazon has once again turned me away from name brands and over to their store brand names. I highly recommend for any woman over age 40 who cares about their health!
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Strongly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
831,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is my second Kindle and I am really enjoying it. I purchased mainly to use as a reader but it has exceeded my expectations. I can check my emails, surf the web, down loaded fb and pintrest as well. I have linked to my local library and can borrow books with ease. I have also downloaded Netflix as well. I love that I can change it to night reading so there is not so much of a strain on my eyes. I have not charged it for 2days now and have done quite a bit of reading and still showing 53%after 2 days. I purchased the 16g but plan on purchasing a micro SD card so I can expand the memory to download audio books as well.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",4,4,Positive,4,Positive,Slightly Positive,NO MATCH,4,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
832,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is my second time purchasing these Amazon AA batteries, the first purchase the batteries were great. I'm currently using them in LED lights for decoration and the first set I purchased would last burning 8 hours per day for a couple of weeks, however these new performance batteries noticeably dim after 3 or 4 days of burning.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",3,3,Slightly Negative,3,Slightly Negative,Slightly Negative,OK,3,Slightly Negative,Slightly Negative,OK,OK,OK,Slightly Negative,Slightly Negative,,,,,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative,,,OK,OK,Slightly Negative,Slightly Negative,Slightly Negative,Slightly Negative
833,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is not an upgrade by any means! My three year old kindle outperformed Oasis.Battery life better than a week with the lights on lowest setting Magnetic connector is poorly designed and grows weak Two pieces to keep up with
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Negative,OK,1,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
834,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is not what I received.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Negative,OK,1,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
835,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is perfect for my between salon visits. I have been using this now twice a week for over a month and I absolutely love it! My skin looks amazing and feels super smooth and silky. This is also super easy to use (just follow instructions). I can see already that I will begin expanding the time between visits which will definitely help me save money in the long run. Highly recommend!
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",5,5,Positive,5,Positive,Strongly Positive,NO MATCH,5,Positive,Positive,OK,NO MATCH,NO MATCH,Positive,,,,,,Positive,REMOVE,Positive,,,,NO MATCH,NO MATCH,Positive,Positive,,REMOVE
836,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is sth i never had with other serious brands. disappointing and returning
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Negative,Negative,OK,1,Negative,Negative,OK,OK,OK,Negative,Negative,,,,,Negative,Negative,Negative,Negative,,,OK,OK,Negative,Negative,Negative,Negative
837,"Here is a product review from a customer, which is delimited with triple backticks.

Review text: 
```
This is the first Amazon product I've purchased. I thought that batteries would be a good first try since there really can't be much difference between alkaline batteries.I am a working musician teacher. I sing with a band and use a Shure Wireless Beta 58 mic. A normal set of alkaline batteries last about 7-8 hours in my mic. The first gig I used these with was about 3 1/2 hours with the mic on and by the end of the gig the light on the mic showing battery was showing that the battery was about to die. I was just lucky that it lasted long enough for the entire gig. Usually I can get two full gigs out of an alkaline battery. Just as a comparison, I usually buy the cheapest boxes of batteries at Lowe's. Those batteries are only slightly more expensive than the Amazon Basics and last twice as long in my mic.I can't say how these batteries work in other things, but I can say that for what I use them for they are a big waste of money. I would rather use batteries that cost 15-20 more and last twice as long.
```
Overall sentiment must be one of the following options:
- Positive
- Slightly Positive
- Negative
- Slightly Negative

What is the overall sentiment of that product review?

Answer:",1,1,Negative,1,Slightly Negative,Slightly Negative,NO MATCH,1,Negative,Negative,OK,NO MATCH,NO MATCH,Negative,,,,,,Negative,REMOVE,,,,,OK,NO MATCH,,REMOVE,,REMOVE
